0.000000000000000000e+00,1.042735736427462356e+01,1.122752675164955782e+01,1.013642437721462741e+01,9.817916655596812703e+00,8.325850820575691813e+00,8.913581110871479751e+00,1.043218963967198576e+01,1.166651322889351050e+01,8.895087682794411421e+00,1.036178693639029724e+01,1.351429938627588179e+01,1.285352437458853103e+01,8.220297488716733270e+00,1.047285378466426486e+01,1.236863989340858261e+01,5.782378665141771457e+00,8.054844928169865526e+00,8.342140110401407682e+00,1.455874061869677227e+01,6.152816526775072070e+00,1.157850496683439445e+01,1.944073998816100612e+01,1.629380601497946301e+01,1.103242063852498767e+01,1.170620290927202767e+01,8.774756781326663813e+00,7.030863768058670082e+00,6.741478970389978009e+00
1.042735736427462356e+01,0.000000000000000000e+00,6.457325053793423031e+00,9.898897483932149299e+00,1.397767716565806673e+01,7.854394100109153953e+00,7.800907859402761879e+00,7.612927634230983287e+00,7.234091055181586682e+00,1.040030383790084478e+01,8.526447742068414826e+00,1.209571605831897401e+01,1.383272830824285471e+01,1.134072362205897377e+01,8.741572169835530204e+00,8.992835482655825885e+00,1.031227789256101879e+01,1.109787424401516098e+01,1.001780447059981505e+01,1.195650937605041442e+01,9.096383117962696829e+00,1.096313848666792445e+01,1.901029357001224795e+01,1.466802790619810537e+01,7.196611717865549984e+00,7.871069803940243581e+00,9.434709816908972257e+00,8.709134836568427573e+00,1.146126811545709856e+01
1.122752675164955782e+01,6.457325053793423031e+00,0.000000000000000000e+00,1.060038769656014246e+01,1.543904779850637965e+01,8.548064894956148407e+00,8.753630821534558848e+00,6.533440424638031985e+00,6.366490652691153329e+00,1.000008325866195413e+01,8.186434689454340941e+00,1.314047131121688672e+01,1.507101456703747822e+01,1.152063306478900095e+01,7.941352011320818249e+00,7.658454356053438161e+00,1.113771457039113066e+01,1.194166048657666401e+01,1.021073840329350091e+01,1.079349337331669645e+01,9.916532334280326211e+00,1.136628521949204540e+01,2.016826860925612053e+01,1.551472615615895911e+01,7.168955650875187047e+00,6.768510338118561620e+00,9.688546052108312878e+00,8.827023594830430753e+00,1.193160708302564998e+01
1.013642437721462741e+01,9.898897483932149299e+00,1.060038769656014246e+01,0.000000000000000000e+00,1.075371574847517131e+01,1.004430757722042600e+01,1.046917730430233995e+01,1.169558657733993279e+01,1.195311895766120891e+01,1.171258089393200663e+01,1.125308065242315081e+01,9.905553454593782448e+00,1.061533312091691172e+01,1.205696409307445194e+01,1.331154365135362028e+01,1.090526667054311893e+01,1.096526956175942935e+01,1.102569607343125391e+01,1.164739638333346150e+01,1.731341097638126314e+01,8.798016307741102437e+00,1.251072995224746975e+01,1.557925500697277243e+01,1.217530621462790386e+01,9.413852115008191745e+00,1.198244062265172794e+01,9.717940291014913967e+00,9.716274630560759462e+00,1.231994042977625270e+01
9.817916655596812703e+00,1.397767716565806673e+01,1.543904779850637965e+01,1.075371574847517131e+01,0.000000000000000000e+00,1.277661316503926159e+01,1.329489756572874981e+01,1.564190507497898786e+01,1.605978201798631488e+01,1.240659926217219144e+01,1.380246636641223112e+01,1.165929249830537984e+01,1.062553827964206832e+01,1.169896313242715813e+01,1.656259113891634627e+01,1.589952106603794846e+01,1.129314686174757831e+01,1.090748782231683656e+01,1.241670442741270186e+01,1.985169188804246687e+01,9.631647191931580920e+00,1.325146583468718120e+01,1.438764169838077756e+01,1.374653671747224770e+01,1.358290864538678910e+01,1.583471132604668874e+01,1.266159971505311965e+01,1.202871605661841947e+01,1.309064067586985480e+01
8.325850820575691813e+00,7.854394100109153953e+00,8.548064894956148407e+00,1.004430757722042600e+01,1.277661316503926159e+01,0.000000000000000000e+00,5.669518439116671971e+00,8.286121008524368392e+00,8.939614632847025177e+00,1.014635708380214041e+01,9.086727686835802231e+00,1.369151045579164538e+01,1.410693212112232331e+01,9.612050952504839429e+00,8.325016839510706035e+00,1.010465164440206820e+01,7.954744169023872935e+00,9.151366828327226699e+00,8.048433968521665705e+00,1.177512690806559981e+01,7.936269632327829449e+00,1.120158397941646911e+01,2.033935579045347453e+01,1.625708112386648452e+01,9.647924743671895342e+00,8.855484951338429056e+00,9.141304091749884009e+00,7.365174441082745105e+00,8.746496551928848007e+00
8.913581110871479751e+00,7.800907859402761879e+00,8.753630821534558848e+00,1.046917730430233995e+01,1.329489756572874981e+01,5.669518439116671971e+00,0.000000000000000000e+00,8.360280657597689569e+00,8.976938162881236138e+00,1.046807055371528072e+01,9.325478518738401945e+00,1.394385687852924605e+01,1.423334281610810237e+01,1.014060143965612326e+01,8.627982787310331858e+00,1.045395939014164810e+01,8.356819632352570082e+00,9.837405023066601473e+00,8.558554241135775342e+00,1.192793159414253878e+01,8.548538027496194402e+00,1.145955498929494887e+01,2.051858208228628300e+01,1.648449445641318079e+01,9.853584720181213896e+00,9.035858487234296632e+00,9.287930630585087499e+00,7.945744735981673301e+00,9.246436159324556314e+00
1.043218963967198576e+01,7.612927634230983287e+00,6.533440424638031985e+00,1.169558657733993279e+01,1.564190507497898786e+01,8.286121008524368392e+00,8.360280657597689569e+00,0.000000000000000000e+00,5.768363197393522768e+00,1.000930049701413971e+01,8.728975514841543770e+00,1.504723945914996719e+01,1.646934711536941265e+01,1.099532590850224345e+01,6.583629546155105317e+00,8.287417596832371558e+00,1.019264721887326886e+01,1.179759944142776007e+01,9.673014563196632665e+00,9.360576284045505346e+00,9.726083811691713876e+00,1.200451624799069528e+01,2.200398060880779738e+01,1.739205614969242575e+01,9.010001140716461521e+00,6.733032806347454269e+00,1.023346097171628877e+01,8.522729817145824782e+00,1.072972449758283631e+01
1.166651322889351050e+01,7.234091055181586682e+00,6.366490652691153329e+00,1.195311895766120891e+01,1.605978201798631488e+01,8.939614632847025177e+00,8.976938162881236138e+00,5.768363197393522768e+00,0.000000000000000000e+00,1.094703135189957699e+01,9.005369812192215662e+00,1.478256662956451883e+01,1.664731214704969986e+01,1.202210612129879408e+01,7.310640881404186331e+00,8.180788749368579360e+00,1.153786542726964903e+01,1.252017943647913256e+01,1.030220107692290910e+01,9.652917093768182966e+00,1.063922695281896225e+01,1.237984219217281634e+01,2.139475012680766852e+01,1.675565684271177247e+01,8.673741167116441275e+00,6.496610639969850887e+00,1.113952764455548206e+01,9.637050124772349236e+00,1.238099753387252022e+01
8.895087682794411421e+00,1.040030383790084478e+01,1.000008325866195413e+01,1.171258089393200663e+01,1.240659926217219144e+01,1.014635708380214041e+01,1.046807055371528072e+01,1.000930049701413971e+01,1.094703135189957699e+01,0.000000000000000000e+00,7.792996984411757033e+00,1.187663966439906815e+01,1.205650237054394225e+01,7.301364860892306297e+00,1.025892595762911874e+01,1.218576494646875119e+01,9.053592171362577545e+00,9.237769971876236497e+00,8.382449351425199424e+00,1.314128223482582847e+01,8.635319369426353475e+00,1.157355347163381154e+01,1.940604716571665378e+01,1.621969399594739158e+01,8.767719073594266277e+00,1.034095497043872491e+01,8.384867497267032732e+00,7.827022061955314136e+00,9.894545135813849868e+00
