0.000000000000000000e+00,1.042888565659828082e+01,1.122838776855466669e+01,1.013950289577161712e+01,9.818800184535277253e+00,8.325992487377263274e+00,8.913628002945985784e+00,1.043381555550848638e+01,1.166675962095573027e+01,8.896280821634805491e+00,1.036244495205664329e+01,1.351458714068219713e+01,1.285415287794357653e+01,8.221990187391734040e+00,1.047294566598526622e+01,1.236909520698757881e+01,5.783053415810965880e+00,8.057989161080021390e+00,8.342282759209629361e+00,1.455874699014429119e+01,6.152922586410527472e+00,1.157875724610986623e+01,1.944209124243937481e+01,1.629485921103647783e+01,1.103355577146951383e+01,1.170717986200076588e+01,8.774875701641352777e+00,7.030956824146520567e+00,6.742687224555425018e+00
1.042888565659828082e+01,0.000000000000000000e+00,6.457445767596108332e+00,9.899154300501471937e+00,1.398111995785997408e+01,7.857676680736985553e+00,7.802342593658543102e+00,7.612929736017829185e+00,7.234820174905379986e+00,1.040035567697357877e+01,8.526671392794895610e+00,1.209605343967484714e+01,1.383282388832367538e+01,1.134598113015303866e+01,8.744400914233116495e+00,8.993126957784948416e+00,1.031267232539397938e+01,1.110521137967267791e+01,1.002038325465880497e+01,1.195764663028957742e+01,9.097497770844192644e+00,1.096361391118612438e+01,1.901036113298109242e+01,1.466802944945642473e+01,7.196640261578480136e+00,7.871117124430360157e+00,9.435645104866413391e+00,8.711781049991264680e+00,1.146535695936522359e+01
1.122838776855466669e+01,6.457445767596108332e+00,0.000000000000000000e+00,1.060096663677585838e+01,1.544142196247458010e+01,8.550123660940244008e+00,8.754323660892803005e+00,6.533596367742261712e+00,6.366804605789385896e+00,1.000008546762896344e+01,8.186464988874375237e+00,1.314056973305862286e+01,1.507101929554491981e+01,1.152469297111666258e+01,7.943458397621350642e+00,7.658525112667891044e+00,1.113783001584154775e+01,1.194721090071679370e+01,1.021246595567529702e+01,1.079422214676295866e+01,9.917066438532746275e+00,1.136645769408582396e+01,2.016847016590172004e+01,1.551479498105571331e+01,7.168981401743090842e+00,6.768521316372754448e+00,9.688995916390961582e+00,8.828762592816335797e+00,1.193458720976663656e+01
1.013950289577161712e+01,9.899154300501471937e+00,1.060096663677585838e+01,0.000000000000000000e+00,1.076048272711487641e+01,1.004873936336016804e+01,1.047150810707728574e+01,1.169577082150584069e+01,1.195438557912708255e+01,1.171304387875844810e+01,1.125386732727024075e+01,9.906872334612222275e+00,1.061604255002515806e+01,1.206416162276237891e+01,1.331478348953273283e+01,1.090621354109378416e+01,1.096645881739263295e+01,1.103591979285987357e+01,1.165122394337860534e+01,1.731502235197962491e+01,8.800611576840561057e+00,1.251193164818971404e+01,1.557926865578125408e+01,1.217547746903793815e+01,9.414297506671482907e+00,1.198284628138329388e+01,9.720084520840259756e+00,9.720483337119750544e+00,1.232572204812226602e+01
9.818800184535277253e+00,1.398111995785997408e+01,1.544142196247458010e+01,1.076048272711487641e+01,0.000000000000000000e+00,1.277688372013315465e+01,1.329586791205000473e+01,1.564509485074023765e+01,1.606112299032389146e+01,1.240970040742403668e+01,1.380470309420135422e+01,1.166136619616044356e+01,1.062869025101981535e+01,1.169901581956598058e+01,1.656282411270868948e+01,1.590129999153083951e+01,1.129529066002753623e+01,1.090788740750847552e+01,1.241698138206570334e+01,1.985222390811344795e+01,9.633109542618367271e+00,1.325310053626767548e+01,1.439216828347719179e+01,1.375019084983631323e+01,1.358600373062346200e+01,1.583723929190249358e+01,1.266284244171827389e+01,1.202909550476850420e+01,1.309064131062829794e+01
8.325992487377263274e+00,7.857676680736985553e+00,8.550123660940244008e+00,1.004873936336016804e+01,1.277688372013315465e+01,0.000000000000000000e+00,5.670047872672697054e+00,8.289389540572139836e+00,8.940480039192300055e+00,1.014821666874927431e+01,9.088231928157448181e+00,1.369219347248469099e+01,1.410802600593181033e+01,9.612778408296827948e+00,8.325018166367891936e+00,1.010583577075131068e+01,7.955922246127959951e+00,9.153068987780907051e+00,8.048433971412119803e+00,1.177529113570052921e+01,7.936721562574330591e+00,1.120228144041598917e+01,2.034125265563575269e+01,1.625876269061657098e+01,9.650141576739789784e+00,8.857738872559874466e+00,9.141789989485250345e+00,7.365184872580893938e+00,8.746853963212936733e+00
8.913628002945985784e+00,7.802342593658543102e+00,8.754323660892803005e+00,1.047150810707728574e+01,1.329586791205000473e+01,5.670047872672697054e+00,0.000000000000000000e+00,8.361722550065636028e+00,8.977060729597901911e+00,1.046872196655353271e+01,9.325892434915420637e+00,1.394398288020080656e+01,1.423368155857072814e+01,1.014249044134865230e+01,8.628289763599180873e+00,1.045424455924828244e+01,8.357030922151343688e+00,9.840683495656794122e+00,8.558906923092187924e+00,1.192794139693414479e+01,8.548541071285198356e+00,1.145965351886852446e+01,2.051955975516091613e+01,1.648523590175927467e+01,9.854433713473873979e+00,9.036686489600153749e+00,9.287945771889576818e+00,7.946011306013345710e+00,9.247761397166716080e+00
1.043381555550848638e+01,7.612929736017829185e+00,6.533596367742261712e+00,1.169577082150584069e+01,1.564509485074023765e+01,8.289389540572139836e+00,8.361722550065636028e+00,0.000000000000000000e+00,5.769381042870243448e+00,1.000937451832463054e+01,8.729235831460401940e+00,1.504754569132708752e+01,1.646944602823248260e+01,1.100092754256367478e+01,6.587578433637190756e+00,8.287785233284422404e+00,1.019309790753735001e+01,1.180469644467297741e+01,9.675819799252375120e+00,9.362130242304276706e+00,9.727210770248017724e+00,1.200499987622504428e+01,2.200402667681490954e+01,1.739205618270180054e+01,9.010038441554026889e+00,6.733113432681134825e+00,1.023439825990698537e+01,8.525578232487388775e+00,1.073425485294043469e+01
1.166675962095573027e+01,7.234820174905379986e+00,6.366804605789385896e+00,1.195438557912708255e+01,1.606112299032389146e+01,8.940480039192300055e+00,8.977060729597901911e+00,5.769381042870243448e+00,0.000000000000000000e+00,1.094725434843326894e+01,9.005462935452849038e+00,1.478257180358022715e+01,1.664739115413717130e+01,1.202455468997434451e+01,7.311620640201938137e+00,8.180844884900434266e+00,1.153787221577931810e+01,1.252379486263868991e+01,1.030295463868092121e+01,9.653117504903317325e+00,1.063930100846773286e+01,1.237984220722963435e+01,2.139530001664488168e+01,1.675601424151077268e+01,8.674132954624770520e+00,6.497048379101736160e+00,1.113956841707507550e+01,9.637700886691842328e+00,1.238266924651337852e+01
8.896280821634805491e+00,1.040035567697357877e+01,1.000008546762896344e+01,1.171304387875844810e+01,1.240970040742403668e+01,1.014821666874927431e+01,1.046872196655353271e+01,1.000937451832463054e+01,1.094725434843326894e+01,0.000000000000000000e+00,7.793050645064053761e+00,1.187677888243735680e+01,1.205651669522187852e+01,7.308050430629296379e+00,1.026067722828905282e+01,1.218582918485187783e+01,9.053773860988151512e+00,9.245208055704404515e+00,8.384705150860018108e+00,1.314194593329793648e+01,8.636014486955199132e+00,1.157376072661644528e+01,1.940622689424718672e+01,1.621974225366789568e+01,8.767728081568447962e+00,1.034095645651692585e+01,8.385463944304479611e+00,7.829134771058222420e+00,9.898319917389724054e+00
